pair_uid,seller_uid_left,seller_uid_right,review_label,split_name,split_component_id,synthetic_class,synthetic_train_only,benchmark_eligible,usable_for_supervision,usable_for_core_transfer,training_sample_weight
synthetic://step22/v1/positive/p00432/left||synthetic://step22/v1/positive/p00432/right,synthetic://step22/v1/positive/p00432/left,synthetic://step22/v1/positive/p00432/right,positive,train,step22_unlabeled_seller_9d8defcd099e2e2efe56,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00433/left||synthetic://step22/v1/positive/p00433/right,synthetic://step22/v1/positive/p00433/left,synthetic://step22/v1/positive/p00433/right,positive,train,zh_target_strict_cc_a075d160d8e9bceb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00434/left||synthetic://step22/v1/positive/p00434/right,synthetic://step22/v1/positive/p00434/left,synthetic://step22/v1/positive/p00434/right,positive,train,zh_target_strict_cc_5ab9a9542992a12d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00435/left||synthetic://step22/v1/positive/p00435/right,synthetic://step22/v1/positive/p00435/left,synthetic://step22/v1/positive/p00435/right,positive,train,zh_target_strict_cc_0507bae91408c271,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00436/left||synthetic://step22/v1/positive/p00436/right,synthetic://step22/v1/positive/p00436/left,synthetic://step22/v1/positive/p00436/right,positive,train,step22_unlabeled_seller_eed7c3bd89115ba15e8f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00437/left||synthetic://step22/v1/positive/p00437/right,synthetic://step22/v1/positive/p00437/left,synthetic://step22/v1/positive/p00437/right,positive,train,step22_unlabeled_seller_07ef96b0a3393d2d2f9f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00438/left||synthetic://step22/v1/positive/p00438/right,synthetic://step22/v1/positive/p00438/left,synthetic://step22/v1/positive/p00438/right,positive,train,step22_unlabeled_seller_41b30b944cbf5c0b9c82,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00439/left||synthetic://step22/v1/positive/p00439/right,synthetic://step22/v1/positive/p00439/left,synthetic://step22/v1/positive/p00439/right,positive,train,zh_target_strict_cc_d5a4b7e03a6c8450,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00440/left||synthetic://step22/v1/positive/p00440/right,synthetic://step22/v1/positive/p00440/left,synthetic://step22/v1/positive/p00440/right,positive,train,step22_unlabeled_seller_10581af0347c0709c0a3,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00441/left||synthetic://step22/v1/positive/p00441/right,synthetic://step22/v1/positive/p00441/left,synthetic://step22/v1/positive/p00441/right,positive,train,zh_target_strict_cc_9be23801b5ee90b0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00442/left||synthetic://step22/v1/positive/p00442/right,synthetic://step22/v1/positive/p00442/left,synthetic://step22/v1/positive/p00442/right,positive,train,step22_unlabeled_seller_083b8244976ebd52e10e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00443/left||synthetic://step22/v1/positive/p00443/right,synthetic://step22/v1/positive/p00443/left,synthetic://step22/v1/positive/p00443/right,positive,train,step22_unlabeled_seller_3be00b6267547c0c871e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00444/left||synthetic://step22/v1/positive/p00444/right,synthetic://step22/v1/positive/p00444/left,synthetic://step22/v1/positive/p00444/right,positive,train,step22_unlabeled_seller_7e5b2daac5e6725d5dc5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00445/left||synthetic://step22/v1/positive/p00445/right,synthetic://step22/v1/positive/p00445/left,synthetic://step22/v1/positive/p00445/right,positive,train,step22_unlabeled_seller_962343236197927b751e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00446/left||synthetic://step22/v1/positive/p00446/right,synthetic://step22/v1/positive/p00446/left,synthetic://step22/v1/positive/p00446/right,positive,train,step22_unlabeled_seller_45e00eaa5f54c7200089,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00447/left||synthetic://step22/v1/positive/p00447/right,synthetic://step22/v1/positive/p00447/left,synthetic://step22/v1/positive/p00447/right,positive,train,zh_target_strict_cc_0b81a8577b9ee929,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00448/left||synthetic://step22/v1/positive/p00448/right,synthetic://step22/v1/positive/p00448/left,synthetic://step22/v1/positive/p00448/right,positive,train,zh_target_strict_cc_6c892e776bb10ae4,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00449/left||synthetic://step22/v1/positive/p00449/right,synthetic://step22/v1/positive/p00449/left,synthetic://step22/v1/positive/p00449/right,positive,train,step22_unlabeled_seller_18234b6df35342399654,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00450/left||synthetic://step22/v1/positive/p00450/right,synthetic://step22/v1/positive/p00450/left,synthetic://step22/v1/positive/p00450/right,positive,train,step22_unlabeled_seller_f55ede6eb6a71437fd9a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00451/left||synthetic://step22/v1/positive/p00451/right,synthetic://step22/v1/positive/p00451/left,synthetic://step22/v1/positive/p00451/right,positive,train,step22_unlabeled_seller_28f93ced9d11b6a6605c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00452/left||synthetic://step22/v1/positive/p00452/right,synthetic://step22/v1/positive/p00452/left,synthetic://step22/v1/positive/p00452/right,positive,train,zh_target_strict_cc_bdbbd819a13285cb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00453/left||synthetic://step22/v1/positive/p00453/right,synthetic://step22/v1/positive/p00453/left,synthetic://step22/v1/positive/p00453/right,positive,train,step22_unlabeled_seller_87c1fda75ca7f9c691ee,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00454/left||synthetic://step22/v1/positive/p00454/right,synthetic://step22/v1/positive/p00454/left,synthetic://step22/v1/positive/p00454/right,positive,train,step22_unlabeled_seller_64bd16e228fb71f48614,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00455/left||synthetic://step22/v1/positive/p00455/right,synthetic://step22/v1/positive/p00455/left,synthetic://step22/v1/positive/p00455/right,positive,train,zh_target_strict_cc_9991bf542ace4262,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00456/left||synthetic://step22/v1/positive/p00456/right,synthetic://step22/v1/positive/p00456/left,synthetic://step22/v1/positive/p00456/right,positive,train,step22_unlabeled_seller_df953f10ac954228cdf8,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00457/left||synthetic://step22/v1/positive/p00457/right,synthetic://step22/v1/positive/p00457/left,synthetic://step22/v1/positive/p00457/right,positive,train,step22_unlabeled_seller_c0e529390eab194ab980,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00458/left||synthetic://step22/v1/positive/p00458/right,synthetic://step22/v1/positive/p00458/left,synthetic://step22/v1/positive/p00458/right,positive,train,step22_unlabeled_seller_61d005644b69c0431cca,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00459/left||synthetic://step22/v1/positive/p00459/right,synthetic://step22/v1/positive/p00459/left,synthetic://step22/v1/positive/p00459/right,positive,train,step22_unlabeled_seller_de17feff1cfd6d4b6e11,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00460/left||synthetic://step22/v1/positive/p00460/right,synthetic://step22/v1/positive/p00460/left,synthetic://step22/v1/positive/p00460/right,positive,train,step22_unlabeled_seller_ab7a5b006c386c5e70ca,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00461/left||synthetic://step22/v1/positive/p00461/right,synthetic://step22/v1/positive/p00461/left,synthetic://step22/v1/positive/p00461/right,positive,train,step22_unlabeled_seller_57e3f9b5a4cc7a035bc5,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00462/left||synthetic://step22/v1/positive/p00462/right,synthetic://step22/v1/positive/p00462/left,synthetic://step22/v1/positive/p00462/right,positive,train,zh_target_strict_cc_7da9eb6e659ef940,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00463/left||synthetic://step22/v1/positive/p00463/right,synthetic://step22/v1/positive/p00463/left,synthetic://step22/v1/positive/p00463/right,positive,train,step22_unlabeled_seller_4bdb8e8ea037ae21cf4a,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00464/left||synthetic://step22/v1/positive/p00464/right,synthetic://step22/v1/positive/p00464/left,synthetic://step22/v1/positive/p00464/right,positive,train,zh_target_strict_cc_8d579273f8d400c6,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00465/left||synthetic://step22/v1/positive/p00465/right,synthetic://step22/v1/positive/p00465/left,synthetic://step22/v1/positive/p00465/right,positive,train,step22_unlabeled_seller_f63c2a23e18ba223af62,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00466/left||synthetic://step22/v1/positive/p00466/right,synthetic://step22/v1/positive/p00466/left,synthetic://step22/v1/positive/p00466/right,positive,train,step22_unlabeled_seller_0b58b7c36bbfc20d2365,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00467/left||synthetic://step22/v1/positive/p00467/right,synthetic://step22/v1/positive/p00467/left,synthetic://step22/v1/positive/p00467/right,positive,train,step22_unlabeled_seller_42349ff1c65a30f5fc63,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00468/left||synthetic://step22/v1/positive/p00468/right,synthetic://step22/v1/positive/p00468/left,synthetic://step22/v1/positive/p00468/right,positive,train,zh_target_strict_cc_e052ce9c91056a43,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00469/left||synthetic://step22/v1/positive/p00469/right,synthetic://step22/v1/positive/p00469/left,synthetic://step22/v1/positive/p00469/right,positive,train,zh_target_strict_cc_c1b29797a191ad53,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00470/left||synthetic://step22/v1/positive/p00470/right,synthetic://step22/v1/positive/p00470/left,synthetic://step22/v1/positive/p00470/right,positive,train,zh_target_strict_cc_e01a2866bbaf02be,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00471/left||synthetic://step22/v1/positive/p00471/right,synthetic://step22/v1/positive/p00471/left,synthetic://step22/v1/positive/p00471/right,positive,train,zh_target_strict_cc_f65cdcbf3ab490cb,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00472/left||synthetic://step22/v1/positive/p00472/right,synthetic://step22/v1/positive/p00472/left,synthetic://step22/v1/positive/p00472/right,positive,train,step22_unlabeled_seller_58984a52322c1a5e0c3d,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00473/left||synthetic://step22/v1/positive/p00473/right,synthetic://step22/v1/positive/p00473/left,synthetic://step22/v1/positive/p00473/right,positive,train,zh_target_strict_cc_ec1dc6d5a557bca9,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00474/left||synthetic://step22/v1/positive/p00474/right,synthetic://step22/v1/positive/p00474/left,synthetic://step22/v1/positive/p00474/right,positive,train,step22_unlabeled_seller_906fbfc1afaf948c94d2,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00475/left||synthetic://step22/v1/positive/p00475/right,synthetic://step22/v1/positive/p00475/left,synthetic://step22/v1/positive/p00475/right,positive,train,zh_target_strict_cc_20599e2b85123979,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00476/left||synthetic://step22/v1/positive/p00476/right,synthetic://step22/v1/positive/p00476/left,synthetic://step22/v1/positive/p00476/right,positive,train,step22_unlabeled_seller_2533e2e890cc2869061e,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00477/left||synthetic://step22/v1/positive/p00477/right,synthetic://step22/v1/positive/p00477/left,synthetic://step22/v1/positive/p00477/right,positive,train,step22_unlabeled_seller_cc6291167785cd8fc41b,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00478/left||synthetic://step22/v1/positive/p00478/right,synthetic://step22/v1/positive/p00478/left,synthetic://step22/v1/positive/p00478/right,positive,train,step22_unlabeled_seller_04316949318796aad801,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00479/left||synthetic://step22/v1/positive/p00479/right,synthetic://step22/v1/positive/p00479/left,synthetic://step22/v1/positive/p00479/right,positive,train,step22_unlabeled_seller_41db586e7f025e1c3c0f,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00480/left||synthetic://step22/v1/positive/p00480/right,synthetic://step22/v1/positive/p00480/left,synthetic://step22/v1/positive/p00480/right,positive,train,zh_target_strict_cc_2e5c7caaf65dd8e0,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00481/left||synthetic://step22/v1/positive/p00481/right,synthetic://step22/v1/positive/p00481/left,synthetic://step22/v1/positive/p00481/right,positive,train,step22_unlabeled_seller_4fa7f460304885b521ac,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00482/left||synthetic://step22/v1/positive/p00482/right,synthetic://step22/v1/positive/p00482/left,synthetic://step22/v1/positive/p00482/right,positive,train,zh_target_strict_cc_540db623f3f9599c,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00483/left||synthetic://step22/v1/positive/p00483/right,synthetic://step22/v1/positive/p00483/left,synthetic://step22/v1/positive/p00483/right,positive,train,step22_unlabeled_seller_985db70e2defa17a40af,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00484/left||synthetic://step22/v1/positive/p00484/right,synthetic://step22/v1/positive/p00484/left,synthetic://step22/v1/positive/p00484/right,positive,train,step22_unlabeled_seller_15481887278c21c1c502,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00485/left||synthetic://step22/v1/positive/p00485/right,synthetic://step22/v1/positive/p00485/left,synthetic://step22/v1/positive/p00485/right,positive,train,step22_unlabeled_seller_1937d9e3d2375b9eadae,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00486/left||synthetic://step22/v1/positive/p00486/right,synthetic://step22/v1/positive/p00486/left,synthetic://step22/v1/positive/p00486/right,positive,train,step22_unlabeled_seller_83011c66d6295d69ab66,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00487/left||synthetic://step22/v1/positive/p00487/right,synthetic://step22/v1/positive/p00487/left,synthetic://step22/v1/positive/p00487/right,positive,train,step22_unlabeled_seller_a71a95411a7d87c6e3b1,same_seller_split_positive,1,0,1,0,1.000000000000
synthetic://step22/v1/positive/p00488/left||synthetic://step22/v1/positive/p00488/right,synthetic://step22/v1/positive/p00488/left,synthetic://step22/v1/positive/p00488/right,positive,train,step22_unlabeled_seller_4b1e9077baf265fd60eb,same_seller_split_positive,1,0,1,0,1.000000000000
